GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0400000US01,01,Alabama,8710000US0135233,0135233,Alabama - ZCTA 35233,ZCTA 35233,1308,591,1.68,0.00,1.68,778.4,351.7
0400000US01,01,Alabama,8710000US0135234,0135234,Alabama - ZCTA 35234,ZCTA 35234,6311,2860,3.56,0.00,3.56,1771.8,803.0
0400000US01,01,Alabama,8710000US0135235,0135235,Alabama - ZCTA 35235,ZCTA 35235,19484,8613,14.06,0.03,14.02,1389.5,614.2
0400000US01,01,Alabama,8710000US0135242,0135242,Alabama - ZCTA 35242,ZCTA 35242,49545,21879,55.69,2.73,52.96,935.5,413.1
0400000US01,01,Alabama,8710000US0135243,0135243,Alabama - ZCTA 35243,ZCTA 35243,17328,8582,12.32,0.18,12.14,1427.8,707.1
0400000US01,01,Alabama,8710000US0135244,0135244,Alabama - ZCTA 35244,ZCTA 35244,32390,13456,22.26,0.61,21.65,1496.3,621.6
0400000US01,01,Alabama,8710000US0135254,0135254,Alabama - ZCTA 35254,ZCTA 35254,1403,137,0.42,0.00,0.42,3365.9,328.7
0400000US01,01,Alabama,8710000US0135401,0135401,Alabama - ZCTA 35401,ZCTA 35401,39878,16514,49.52,1.91,47.61,837.5,346.8
0400000US01,01,Alabama,8710000US0135404,0135404,Alabama - ZCTA 35404,ZCTA 35404,21251,9701,17.22,0.42,16.80,1264.6,577.3
0400000US01,01,Alabama,8710000US0135405,0135405,Alabama - ZCTA 35405,ZCTA 35405,37661,17486,48.34,0.78,47.56,791.9,367.7
0400000US01,01,Alabama,8710000US0135406,0135406,Alabama - ZCTA 35406,ZCTA 35406,13864,6321,90.70,5.90,84.79,163.5,74.5
0400000US01,01,Alabama,8710000US0135441,0135441,Alabama - ZCTA 35441,ZCTA 35441,1060,803,70.12,3.38,66.74,15.9,12.0
0400000US01,01,Alabama,8710000US0135442,0135442,Alabama - ZCTA 35442,ZCTA 35442,4972,2385,239.79,4.18,235.60,21.1,10.1
0400000US01,01,Alabama,8710000US0135443,0135443,Alabama - ZCTA 35443,ZCTA 35443,2009,1249,193.53,4.05,189.47,10.6,6.6
